,permalink,name,desc,category_code
8608,associated-material-processing,Associated Material Processing,Associated Material Processing develops and markets chemical polymer that can remove poisons such as arsenic and phosphate from water.,manufacturing
8609,autotether,Autotether,Autotether Marine is a lanyard-free wireless kill switch that shuts off a boat’s engine if the boat operator or passenger falls overboard.,manufacturing
8610,aventa-technologies,Aventa Technologies,"Aventa Technologies manufactures thin film deposition and MOCVD equipment, as well as vacuum deposition tools.",manufacturing
8611,bae-systems,BAE Systems,"BAE Systems designs, develops, and supports defense and aerospace systems used in the air, on land, at sea, and in space.",manufacturing
8612,binoptics,BinOptics,BinOptics manufactures monolithically integrated optoelectronic components for datacom and telecommunications applications.,manufacturing
8613,biosafe,BIOSAFE,"Biosafe manufactures patented polymers that improve performance in personal care, consumer, and healthcare products.",manufacturing
8614,black-i-robotics,Black-I Robotics,Black-I Robotics develops unmanned ground vehicles for robotic applications.,manufacturing
8615,blueoak-resources-2,BlueOak Resources,BlueOak Resources develops distributed mini-refineries that extract precious minerals and rare earth elements from e-waste.,manufacturing
8616,boulder-ionics,Boulder Ionics,Boulder Ionics produces ionic liquids and ionic liquid-based electrolytes for demanding electrochemical applications.,manufacturing
8617,bridgelux,BridgeLux,Bridgelux develops eco-friendly light emitting diodes that reduce energy consumption.,manufacturing
8618,c3nano,C3Nano,C3Nano develops transparent conductive ink and films intended to enhance touchscreen and digital display experience.,manufacturing
8619,cal-tech-international,Cal Tech International,Cal Tech International is focused on oil and gas development in Russia (Western Siberia) and Ethiopia.,manufacturing
8620,cape-city-command,Cape City Command,Cape City Command is a technology company focusing on developing products that improve customers' fill rates.,manufacturing
8621,circuithub,CircuitHub,Deep learning and robotics to automate circuit board manufacturing.,manufacturing
8622,cobra-stylet,Cobra Stylet,Cobra Stylet is a human medical device design and contract manufacturing company providing engineering and manufacturing services.,manufacturing
8623,concordia-coffee-systems,Concordia Coffee Systems,Concordia Coffee Systems manufactures and distributes self-serve commercial espresso and gourmet beverage systems.,manufacturing
8624,coravin,Coravin,Coravin offers a proprietary wine access technology that does not disturb a wine's aging process even after the cork is removed.,manufacturing
8625,corindus,Corindus,Corindus develops and commercializes remote robotic systems for interventional procedures.,manufacturing
8626,crossfiber,CrossFiber,CrossFiber develops flexible all-optical switching modules for applications ranging from ROADMs to automated fiber cross-connects.,manufacturing
8627,crs-reprocessing-services,CRS Reprocessing Services,CRS provides fluid reprocessing solutions offering human resources and services to optimize fluid reprocessing in manufacturing facilities.,manufacturing
8628,curtran,CurTran,"CurTran develops and manufactures wire and cable products for power transmission, signal and magnetic winding applications.",manufacturing
8629,cyphy-works,CyPhy Works,Aria Insights develops unmanned air vehicles for search and rescue missions and bridge inspections.,manufacturing
8630,deepflex,DeepFlex,"DeepFlex, Inc., a Houston-based manufacturer of all-composite flexible pipe used in subsea oil and gas production environments.",manufacturing
8631,designline,DesignLine,"DesignLine manufactures and sells hybrid, electric, alternative fuel, and diesel mass transit buses and electric trolleys.",manufacturing
8632,diffon,Diffon,"Diffon designs, develops, and manufactures wireless technologies and communication products.",manufacturing
8633,direct-grid-technologies,Direct Grid Technologies,Direct Technologies develops photovoltaic micro-inverters for converting DC to grid-compliant AC power.,manufacturing
8634,discovery-technology-international,Discovery Technology International,Discovery Technology International is a leader in ultrasonic standing wave-type piezo motor technology.,manufacturing
8635,dsg-technologies,DSG Technologies,DSG Technologies develops low temperature microwave heating and curing systems for thermal processing and thin-film deposition.,manufacturing
8636,dvs-sciences,DVS Sciences,"DVS Sciences develops bioanalytical solutions for use in biomarker discovery, biological research and clinical applications.",manufacturing
8637,dvtel,DVTel,DVTel is the pioneer and dominant market player in the creation of multi-source intelligence systems over IP networks.,manufacturing
8638,dynasil,Dynasil,"Dynasil develops and manufactures precision instruments, optical components, and detection, sensing and analysis technology.",manufacturing
8639,e-band-communications-corporation,E-Band Communications,E-Band Communications designs and manufactures high performance multi-gigabit capacity wireless communication systems.,manufacturing
8640,e-cube-energy,E-Cube Energy,E Cube Energy Inc. operates in the technology sector and is involved in turbine manufacturing.,manufacturing
8641,ecoscraps,EcoScraps,,manufacturing
8642,element-id,Element ID,Element ID develops high performance readers and specialty industrial automation equipment and systems for the RFID market.,manufacturing
8643,elevation-lab,Elevation Lab,"Elevation Labs designs and manufactures products for charging, airtagging, desks, and stands.",manufacturing
8644,emisense-technologies,EmiSense Technologies,EmiSense Technologies develops smart sensors for clean emissions.,manufacturing
